soc_code,title,aai,aai_manus,rank,frey_probability,label,occupation,claude_usage,employment_2025,median_wage_2025,employment_2010,median_wage_2010,education_level,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,rl_feasibility,cognitive_ability_share
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.1144722453564262,0.1295679211356574,,,,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.025647874294797424,9900.0,103170.0,10680.0,82840.0,Doctoral or professional degree,0.175,0.475,0.775,0.15,0.4,0.65,31.465384615384615,0.5790359737728158
25-1052,"Chemistry Teachers, Postsecondary",0.1149222584327549,0.1297732567956895,,,,"Chemistry Teachers, Postsecondary",0.022724363813615728,19980.0,93250.0,21150.0,70520.0,Doctoral or professional degree,0.1764705882352941,0.4313725490196078,0.6862745098039216,0.2352941176470588,0.4019607843137255,0.5686274509803921,29.228571428571428,0.5817861856577212
25-1053,"Environmental Science Teachers, Postsecondary",0.1124028795289915,0.1288816707990902,,,,"Environmental Science Teachers, Postsecondary",0.0216414118382822,6690.0,94980.0,5090.0,71020.0,Doctoral or professional degree,0.2608695652173913,0.5217391304347826,0.7826086956521738,0.1956521739130434,0.4239130434782608,0.6521739130434783,35.28,0.5842849374660141
25-1054,"Physics Teachers, Postsecondary",0.1129021765816448,0.1275051040830022,,,,"Physics Teachers, Postsecondary",0.026634317811048542,13090.0,100310.0,13500.0,77610.0,Doctoral or professional degree,0.1162790697674418,0.4186046511627906,0.7209302325581395,0.1627906976744186,0.3720930232558139,0.5813953488372093,29.974999999999998,0.5579777758927814
25-1061,"Anthropology and Archeology Teachers, Postsecondary",0.1106559179672969,0.1274008475940965,,,,"Anthropology and Archeology Teachers, Postsecondary",0.025221684065148436,5240.0,99650.0,5850.0,73600.0,Doctoral or professional degree,0.2857142857142857,0.520408163265306,0.7551020408163265,0.183673469387755,0.4081632653061224,0.6326530612244897,31.685185185185187,0.5801086218601492
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.1111248604747556,0.1289263280871142,,,,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.035091833765466644,11300.0,85020.0,8980.0,68020.0,Doctoral or professional degree,0.2222222222222222,0.5,0.7777777777777778,0.2444444444444444,0.4444444444444445,0.6444444444444445,34.78260869565217,0.5716286888307807
25-1063,"Economics Teachers, Postsecondary",0.1110328390517605,0.1290568552488089,,,,"Economics Teachers, Postsecondary",0.03504116486357756,11560.0,123920.0,13020.0,83370.0,Doctoral or professional degree,0.1463414634146341,0.475609756097561,0.8048780487804879,0.2195121951219512,0.4390243902439024,0.6585365853658537,33.5,0.5874955404923297
25-1064,"Geography Teachers, Postsecondary",0.1139282596423947,0.1293665668552886,,,,"Geography Teachers, Postsecondary",0.033306612154547575,3330.0,97590.0,4250.0,66700.0,Doctoral or professional degree,0.1818181818181818,0.4772727272727273,0.7727272727272727,0.25,0.4659090909090909,0.6818181818181819,33.88,0.5826611033843301
25-1065,"Political Science Teachers, Postsecondary",0.1099506621710586,0.127696282795044,,,,"Political Science Teachers, Postsecondary",0.03504116486357756,16970.0,98070.0,15930.0,70540.0,Doctoral or professional degree,0.1707317073170731,0.475609756097561,0.7804878048780488,0.1951219512195122,0.4146341463414634,0.6341463414634146,35.03636363636363,0.5794052968735061
25-1066,"Psychology Teachers, Postsecondary",0.1087411194800813,0.1259134260579519,,,,"Psychology Teachers, Postsecondary",0.030637106636116386,41530.0,80340.0,34350.0,67330.0,Doctoral or professional degree,0.16,0.48,0.8,0.16,0.39,0.62,33.713793103448275,0.5817276666359361
25-1067,"Sociology Teachers, Postsecondary",0.112367055613451,0.1288535758240582,,,,"Sociology Teachers, Postsecondary",0.033313469599916025,11850.0,84290.0,17430.0,64810.0,Doctoral or professional degree,0.1363636363636363,0.4318181818181818,0.7272727272727273,0.2045454545454545,0.3977272727272727,0.5909090909090909,29.916666666666668,0.5760693531485186
25-1071,"Health Specialties Teachers, Postsecondary",0.1150267259269642,0.1300108625840486,,,,"Health Specialties Teachers, Postsecondary",0.03504116486357756,221270.0,107310.0,144780.0,85270.0,Doctoral or professional degree,0.125,0.475,0.8250000000000001,0.175,0.3875,0.6000000000000001,34.22727272727273,0.5390796819489088
25-1072,"Nursing Instructors and Teachers, Postsecondary",0.1076972945887428,0.1232178128719288,,,,"Nursing Instructors and Teachers, Postsecondary",0.03173746730259115,77960.0,80250.0,54050.0,62390.0,Doctoral or professional degree,0.1568627450980392,0.4019607843137255,0.6470588235294118,0.1372549019607843,0.3725490196078431,0.6078431372549019,31.8,0.5208008725459645
25-1081,"Education Teachers, Postsecondary",0.1142123005029195,0.1317190394204718,,,,"Education Teachers, Postsecondary",0.032683613242824164,60830.0,75350.0,61450.0,59140.0,Doctoral or professional degree,0.1666666666666666,0.4880952380952381,0.8095238095238095,0.1904761904761904,0.4404761904761904,0.6904761904761905,32.975,0.5592899621553433
25-1082,"Library Science Teachers, Postsecondary",0.1137993767574064,0.1310308564893872,,,,"Library Science Teachers, Postsecondary",0.030716212166616675,3630.0,80340.0,4370.0,62720.0,Doctoral or professional degree,0.2127659574468085,0.5106382978723404,0.8085106382978723,0.2340425531914893,0.425531914893617,0.6170212765957447,34.328,0.5750979141998361
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.1102536028369054,0.1278253075237713,,,,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.03504116486357756,13150.0,76590.0,13860.0,59520.0,Doctoral or professional degree,0.225,0.5,0.775,0.2,0.4375,0.675,36.71304347826087,0.5795875700845765
25-1112,"Law Teachers, Postsecondary",0.1147735486704526,0.1322651770097014,,,,"Law Teachers, Postsecondary",0.03071449780527457,20060.0,128500.0,14620.0,94260.0,Doctoral or professional degree,0.125,0.45,0.775,0.425,0.5875,0.75,34.28695652173913,0.5767580675247155
25-1113,"Social Work Teachers, Postsecondary",0.112734442844442,0.1281621180424074,,,,"Social Work Teachers, Postsecondary",0.035130692622554506,12610.0,77570.0,9370.0,63090.0,Doctoral or professional degree,0.1590909090909091,0.4204545454545454,0.6818181818181819,0.2954545454545454,0.5113636363636364,0.7272727272727273,33.5625,0.5756880733944953
25-1121,"Art, Drama, and Music Teachers, Postsecondary",0.1104600023780135,0.1282412702866022,,,,"Art, Drama, and Music Teachers, Postsecondary",0.0316059657031727,93560.0,78620.0,86860.0,62040.0,Master's degree,0.125,0.4375,0.75,0.375,0.59375,0.8125,27.385714285714283,0.530116472545757
25-1122,"Communications Teachers, Postsecondary",0.1109304233789722,0.1282495475757482,,,,"Communications Teachers, Postsecondary",0.03557723332978221,29420.0,78580.0,28590.0,60300.0,Doctoral or professional degree,0.125,0.425,0.7250000000000001,0.325,0.5750000000000001,0.8250000000000001,33.32727272727273,0.5732762631432027
25-1123,"English Language and Literature Teachers, Postsecondary",0.106221647154686,0.1248944980229289,,,,"English Language and Literature Teachers, Postsecondary",0.043338197547914646,57720.0,78760.0,69880.0,60400.0,Doctoral or professional degree,0.25,0.5267857142857143,0.8035714285714285,0.3571428571428571,0.5714285714285714,0.7857142857142857,31.893939393939394,0.5963225686018294
25-1124,"Foreign Language and Literature Teachers, Postsecondary",0.109650271911855,0.127222657562584,,,,"Foreign Language and Literature Teachers, Postsecondary",0.05430982441053967,19830.0,79350.0,28100.0,59080.0,Doctoral or professional degree,0.2666666666666666,0.5333333333333333,0.8,0.2888888888888889,0.5666666666666667,0.8444444444444444,34.25833333333333,0.5660377358490566
25-1125,"History Teachers, Postsecondary",0.1104032408301536,0.1279015928736851,,,,"History Teachers, Postsecondary",0.03366319931370682,18790.0,83820.0,23240.0,64880.0,Doctoral or professional degree,0.2222222222222222,0.5111111111111112,0.8,0.3555555555555555,0.5888888888888889,0.8222222222222223,33.888000000000005,0.5891187305185605
25-1126,"Philosophy and Religion Teachers, Postsecondary",0.1116777141627013,0.1286276490303564,,,,"Philosophy and Religion Teachers, Postsecondary",0.03281390470482465,20460.0,80260.0,21250.0,62330.0,Doctoral or professional degree,0.25,0.5113636363636364,0.7727272727272727,0.3636363636363636,0.5909090909090909,0.8181818181818182,33.78181818181818,0.5766888677450047
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",0.1118415590700634,0.1289075486203457,,,,"Family and Consumer Sciences Teachers, Postsecondary",0.030756023446672387,2770.0,75870.0,5910.0,65040.0,Doctoral or professional degree,0.2,0.5375,0.875,0.4,0.65,0.9,33.76086956521739,0.5683241252302026
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",0.1090949867244027,0.1268997261178074,,,,"Recreation and Fitness Studies Teachers, Postsecondary",0.04443662695672437,12630.0,77270.0,17720.0,57650.0,Doctoral or professional degree,0.2790697674418604,0.5581395348837209,0.8372093023255813,0.3720930232558139,0.6162790697674418,0.8604651162790697,35.52173913043478,0.5525822852555525
25-1194,"Career/Technical Education Teachers, Postsecondary",0.1323470670371736,0.1510388420111571,,,,"Career/Technical Education Teachers, Postsecondary",0.043531825137276464,114110.0,63820.0,120290.0,48210.0,Bachelor's degree,0.1282051282051282,0.4871794871794871,0.8461538461538461,0.2051282051282051,0.4487179487179487,0.6923076923076923,36.864999999999995,0.4812528930720567
25-2011,"Preschool Teachers, Except Special Education",0.1004024636678693,0.1180746600962718,37.0,0.0074,0.0,"Preschool reachers, except special education",0.0196147873702563,478780.0,38140.0,369380.0,25700.0,Associate's degree,0.0606060606060606,0.2272727272727273,0.3939393939393939,0.1515151515151515,0.3106060606060606,0.4696969696969697,13.932352941176472,0.5050906776964683
25-2012,"Kindergarten Teachers, Except Special Education",0.1003649749962827,0.1207777916836994,191.0,0.15,,"Kindergarten teachers, except special education",0.013446078878451052,108870.0,62680.0,173330.0,48800.0,Bachelor's degree,0.0547945205479452,0.2328767123287671,0.410958904109589,0.136986301369863,0.2945205479452054,0.4520547945205479,13.110810810810811,0.5287052606293539
25-2021,"Elementary School Teachers, Except Special Education",0.1046984314970669,0.1253676518565562,20.0,0.0044,,"Elementary school teachers, except special education",0.02044852111952209,1388390.0,63970.0,1485600.0,51660.0,Bachelor's degree,0.054054054054054,0.3108108108108108,0.5675675675675675,0.1351351351351351,0.3108108108108108,0.4864864864864865,23.51578947368421,0.550228310502283
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",0.1094663605238421,0.1305154066201924,200.0,0.17,,"Middle school teachers, except special and career/technical education",0.02940515433023668,620090.0,64370.0,655090.0,51960.0,Bachelor's degree,0.072463768115942,0.3478260869565217,0.6231884057971014,0.2028985507246377,0.3405797101449275,0.4782608695652174,27.814285714285713,0.5741333102792425
25-2023,"Career/Technical Education Teachers, Middle School",0.1062295855451989,0.1262687111869076,229.0,0.26,,"Career/technical education teachers, middle school",0.018970436867272025,16870.0,65030.0,14600.0,51470.0,Bachelor's degree,0.1935483870967742,0.3225806451612903,0.4516129032258064,0.1612903225806451,0.3387096774193548,0.5161290322580645,24.91290322580645,0.5128818265967294
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",0.1063404858111071,0.1269350184559377,41.0,0.0078,,"Secondary school teachers, except special and career/technical education",0.02798200751551804,1065210.0,72040.0,1053140.0,53230.0,Bachelor's degree,0.0317460317460317,0.3333333333333333,0.6349206349206349,0.1587301587301587,0.3412698412698413,0.5238095238095237,26.7375,0.5792957148918116
25-2032,"Career/Technical Education Teachers, Secondary School",0.1069852318470531,0.127825802999267,45.0,0.0088,,"Career/technical education teachers, secondary school",0.02323841290108825,111420.0,66270.0,91690.0,54310.0,Bachelor's degree,0.1515151515151515,0.3333333333333333,0.5151515151515151,0.1212121212121212,0.3333333333333333,0.5454545454545454,27.651515151515152,0.5071296164266363
25-2051,"Special Education Teachers, Preschool",0.095300636481718,0.1159113978840293,,,,"Special Education Teachers, Preschool",0.008226975172031215,29510.0,64830.0,,,Bachelor's degree,0.1142857142857142,0.1999999999999999,0.2857142857142857,0.1714285714285714,0.3071428571428571,0.4428571428571428,18.658333333333335,0.5125310273040276
25-2055,"Special Education Teachers, Kindergarten",,,,,,"Special Education Teachers, Kindergarten",,,,,,,0.1,0.25,0.4,0.1666666666666666,0.35,0.5333333333333333,,
25-2056,"Special Education Teachers, Elementary School",0.0983366366491774,0.1200646849428341,,,,"Special Education Teachers, Elementary School",,,,,,,0.1,0.3166666666666666,0.5333333333333333,0.1666666666666666,0.35,0.5333333333333333,22.923333333333336,0.5426404581334159
25-2057,"Special Education Teachers, Middle School",0.1010672552011475,0.1224412572439847,,,,"Special Education Teachers, Middle School",,95200.0,66810.0,,,Bachelor's degree,0.0779220779220779,0.3051948051948052,0.5324675324675325,0.1298701298701298,0.3051948051948052,0.4805194805194805,24.552500000000002,0.566425839354016
25-2058,"Special Education Teachers, Secondary School",0.0990203622982291,0.1205222177621038,,,,"Special Education Teachers, Secondary School",,163930.0,74260.0,,,Bachelor's degree,0.1025641025641025,0.3012820512820512,0.5,0.1538461538461538,0.2948717948717949,0.4358974358974359,24.9625,0.5525384678680161
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.1116641896973852,0.1333841158154605,205.0,0.19,,Adult basic and secondary education and literacy teachers and instructors,0.03445485328457533,37310.0,61540.0,68510.0,46530.0,Bachelor's degree,0.1764705882352941,0.4044117647058823,0.6323529411764706,0.2205882352941176,0.4264705882352941,0.6323529411764706,36.53243243243244,0.5841287155713116
25-3021,Self-Enrichment Teachers,0.1134229133795556,0.1349107424559053,186.0,0.13,,Self-enrichment education teachers,0.03721992764480805,332110.0,46800.0,160990.0,36340.0,High school diploma or equivalent,0.16,0.36,0.56,0.2,0.38,0.56,34.96333333333334,0.5111210361768647
25-3031,"Substitute Teachers, Short-Term",0.0819465873958505,0.1010305695113363,,,,"Substitute Teachers, Short-Term",,524770.0,41670.0,,,Bachelor's degree,0.2777777777777778,0.3611111111111111,0.4444444444444444,0.0,0.0833333333333333,0.1666666666666666,22.37777777777778,0.5338818526393639
25-3041,Tutors,0.1190568828440506,0.1387354481872158,,,,Tutors,,175070.0,43350.0,,,"Some college, no degree",0.1714285714285714,0.5428571428571428,0.9142857142857144,0.1714285714285714,0.3714285714285714,0.5714285714285714,43.1578947368421,0.5784632034632033
25-4011,Archivists,0.1285016337500931,0.1442593115154285,415.0,0.76,,Archivists,0.1845904287892014,7970.0,64550.0,5030.0,45200.0,Master's degree,0.0769230769230769,0.5,0.9230769230769232,0.2307692307692307,0.5,0.7692307692307693,37.823076923076925,0.5303236797274276
25-4012,Curators,0.1370974985670096,0.1476229487915261,34.0,0.0068,,Curators,0.023154654104087957,12150.0,63420.0,10550.0,48450.0,Master's degree,0.1481481481481481,0.5,0.8518518518518519,0.2592592592592592,0.5185185185185185,0.7777777777777777,30.459999999999997,0.5465838509316769
25-4013,Museum Technicians and Conservators,0.1183560475272865,0.1223441516860759,326.0,0.59,,Museum technicians and conservators,0.0062279318836236,12310.0,51440.0,10390.0,37310.0,Bachelor's degree,0.0526315789473684,0.2368421052631578,0.4210526315789473,0.1052631578947368,0.2368421052631578,0.3684210526315789,16.895833333333332,0.4752776509965008
25-4022,Librarians and Media Collections Specialists,0.1275877495958068,0.1408813404037924,,,,Librarians and Media Collections Specialists,,133790.0,68270.0,,,Master's degree,0.1578947368421052,0.5350877192982456,0.912280701754386,0.2631578947368421,0.5,0.7368421052631579,33.528571428571425,0.5277243455716315
25-4031,Library Technicians,0.1151902894143229,0.1247055582095793,692.0,0.99,,Library technicians,0.0097718596500371,68690.0,44580.0,109240.0,29860.0,Postsecondary nondegree award,0.3846153846153846,0.5673076923076923,0.75,0.2692307692307693,0.5288461538461539,0.7884615384615385,34.377419354838715,0.4814554403234312
25-9021,Farm and Home Management Educators,0.1279063225174223,0.1342110138478633,38.0,0.0075,,Farm and home management advisors,0.006302849474273913,8220.0,60220.0,10670.0,45520.0,Master's degree,0.074074074074074,0.3703703703703703,0.6666666666666666,0.3703703703703703,0.537037037037037,0.7037037037037037,24.813333333333333,0.5355744366457332
25-9031,Instructional Coordinators,0.1317143835565944,0.1508718912760417,16.0,0.0042,,Instructional coordinators,0.01468384776745576,227760.0,77440.0,128780.0,58830.0,Master's degree,0.175,0.4875,0.8,0.275,0.525,0.775,41.13076923076923,0.5911248022645907
25-9042,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",0.1025967382779852,0.1200938862665807,,,,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",,,,,,,0.2666666666666666,0.3666666666666666,0.4666666666666667,0.1666666666666666,0.2833333333333333,0.4,18.2,0.5014556613423558
25-9043,"Teaching Assistants, Special Education",0.0971491096310768,0.1175274332902834,,,,"Teaching Assistants, Special Education",,,,,,,0.1666666666666666,0.2666666666666666,0.3666666666666666,0.1333333333333333,0.25,0.3666666666666666,13.2,0.5138199271764315
25-9044,"Teaching Assistants, Postsecondary",0.1156092782727323,0.1313813271616219,,,,"Teaching Assistants, Postsecondary",,164090.0,42910.0,,,Bachelor's degree,0.3333333333333333,0.5303030303030303,0.7272727272727273,0.1818181818181818,0.3636363636363636,0.5454545454545454,36.875,0.5573155872152966
27-1011,Art Directors,0.1405650376484183,0.1519667676091645,95.0,0.023,,Art directors,0.0177754780300675,53070.0,114850.0,29700.0,80630.0,Bachelor's degree,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4310344827586206,0.7931034482758621,35.15625,0.5668083687588563
27-1012,Craft Artists,0.1241663114350532,0.1372393879473996,116.0,0.035,,Craft artists,0.023061588774087576,4580.0,46080.0,4790.0,26930.0,No formal educational credential,0.0,0.2586206896551724,0.5172413793103449,0.0689655172413793,0.2241379310344827,0.3793103448275862,20.2375,0.4517282479141836
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.1071230997921818,0.1220198610931814,131.0,0.042,,"Fine artists, including painters, sculptors, and illustrators",0.026179277329099422,11220.0,55490.0,10320.0,44850.0,Bachelor's degree,0.0,0.425,0.8500000000000001,0.05,0.3125,0.5750000000000001,16.260714285714286,0.4622316251371259
27-1014,Special Effects Artists and Animators,0.1315221329225448,0.1415346014772284,68.0,0.015,,Multimedia artists and animators,0.09867406722170824,19970.0,102030.0,26560.0,58510.0,Bachelor's degree,0.05,0.525,1.0,0.05,0.475,0.9,42.20769230769231,0.5364969517218653
27-1021,Commercial and Industrial Designers,0.1409181674531282,0.154481577821564,119.0,0.037,,Commercial and industrial designers,0.01263827181404795,33490.0,83910.0,28670.0,58230.0,Bachelor's degree,0.0,0.4655172413793103,0.9310344827586208,0.0689655172413793,0.4137931034482758,0.7586206896551724,32.43529411764706,0.5455288540134052
27-1022,Fashion Designers,0.111289678897954,0.1312426025231368,89.0,0.021,0.0,Fashion designers,0.006427712125357699,21450.0,80960.0,15060.0,64530.0,Bachelor's degree,0.0,0.390625,0.78125,0.125,0.375,0.625,18.695,0.5239619169533563
27-1023,Floral Designers,0.104006909681508,0.1109857338559658,136.0,0.047,,Floral designers,0.0028664121640108,40590.0,37360.0,47850.0,23610.0,High school diploma or equivalent,0.0666666666666666,0.1999999999999999,0.3333333333333333,0.1,0.2666666666666666,0.4333333333333333,17.326666666666664,0.47427539077841485
27-1024,Graphic Designers,0.1364908835216487,0.1483115506697876,161.0,0.082,,Graphic designers,0.007521370760937627,197830.0,62960.0,192240.0,43500.0,Bachelor's degree,0.0,0.5,1.0,0.0,0.4107142857142857,0.8214285714285714,45.973684210526315,0.5435456720120492
27-1025,Interior Designers,0.1302164105664804,0.1381753025284733,93.0,0.022,,Interior designers,0.0062865630415238506,71500.0,67190.0,40120.0,46280.0,Bachelor's degree,0.0,0.5,1.0,0.1379310344827586,0.3620689655172414,0.5862068965517241,37.768750000000004,0.578059071729958
27-1026,Merchandise Displayers and Window Trimmers,0.1071011562423331,0.1186258124788279,291.0,0.48,,Merchandise displayers and window trimmers,0.0035612999613468337,165220.0,39390.0,64330.0,25960.0,High school diploma or equivalent,0.0,0.3048780487804878,0.6097560975609756,0.0975609756097561,0.2682926829268293,0.4390243902439024,19.958333333333332,0.454353879732069
27-1027,Set and Exhibit Designers,0.1284907553902136,0.1366233031255916,27.0,0.0055,,Set and exhibit designers,0.009739286784536975,10630.0,75240.0,8120.0,46680.0,Bachelor's degree,0.0,0.3913043478260869,0.7826086956521738,0.1521739130434782,0.358695652173913,0.5652173913043478,34.25925925925926,0.5230056767254257
27-2011,Actors,0.1028922319707095,0.116723468901833,259.0,0.37,,Actors,0.08671620637588504,55000.0,,54740.0,,"Some college, no degree",0.15625,0.1875,0.21875,0.125,0.15625,0.1875,9.805555555555555,0.508745715039114
27-2012,Producers and Directors,0.1429474909094397,0.1490269753863336,92.0,0.022,,Producers and directors,0.011130613468042271,143120.0,90360.0,83520.0,68440.0,Bachelor's degree,0.1702127659574468,0.4680851063829787,0.7659574468085106,0.2553191489361702,0.4787234042553191,0.7021276595744681,29.177777777777777,0.5407618904500715
27-2021,Athletes and Sports Competitors,0.0869539617026438,0.1066638694232705,234.0,0.28,0.0,Athletes and sports competitors,0.0028664121640108,15070.0,66710.0,12660.0,43740.0,No formal educational credential,0.0,0.0,0.0,0.0,0.0,0.0,13.577777777777776,0.40883171993104367
27-2022,Coaches and Scouts,0.0971032591318139,0.1168425727150784,58.0,0.013,,Coaches and scouts,0.0056025328660212394,248950.0,47320.0,184280.0,28340.0,Bachelor's degree,0.0666666666666666,0.3,0.5333333333333333,0.0444444444444444,0.1444444444444444,0.2444444444444444,25.977777777777778,0.5073399882560188
27-2023,"Umpires, Referees, and Other Sports Officials",0.1007928033629058,0.1132746982799917,684.0,0.98,,"Umpires, referees, and other sports oﬃcials",,15780.0,40710.0,15250.0,22840.0,High school diploma or equivalent,0.2499999999999999,0.3125,0.375,0.125,0.1666666666666666,0.2083333333333333,29.0,0.46684636118598377
27-2031,Dancers,0.0709192693434676,0.0844922700153399,179.0,0.13,,Dancers,0.0041693267840158,8130.0,,11200.0,,No formal educational credential,0.0,0.0208333333333333,0.0416666666666666,0.0,0.0416666666666666,0.0833333333333333,1.5857142857142856,0.39684035075005436
27-2032,Choreographers,0.0718903723541888,0.0918686259529955,13.0,0.004,,Choreographers,0.005168227992686234,2860.0,55310.0,12390.0,37660.0,High school diploma or equivalent,0.0571428571428571,0.2714285714285714,0.4857142857142857,0.1428571428571428,0.1714285714285714,0.2,13.81111111111111,0.45467099357867835
27-2041,Music Directors and Composers,0.0930963727392492,0.1124719268619388,72.0,0.015,,Music directors and composers,0.0035612999613468,12540.0,73710.0,20640.0,45970.0,Bachelor's degree,0.5263157894736842,0.7105263157894737,0.894736842105263,0.175438596491228,0.2807017543859649,0.3859649122807017,34.839285714285715,0.48962093862815886
27-2042,Musicians and Singers,0.0755536490379713,0.0925773157340525,155.0,0.074,,Musicians and singers,0.00690544748602618,36180.0,,43350.0,,No formal educational credential,0.2448979591836734,0.4081632653061224,0.5714285714285714,0.1020408163265306,0.1326530612244897,0.1632653061224489,10.4,0.4620083432657926
27-2091,"Disc Jockeys, Except Radio",,,,,,"Disc Jockeys, Except Radio",,7920.0,,,,High school diploma or equivalent,0.4210526315789473,0.5263157894736842,0.631578947368421,0.1578947368421052,0.3684210526315789,0.5789473684210527,,
27-3011,Broadcast Announcers and Radio Disc Jockeys,0.1051633971427574,0.1209272227805868,171.0,0.1,,Radio and television announcers,0.0059282615210225,21240.0,47340.0,32520.0,26850.0,Bachelor's degree,0.4,0.65,0.9,0.475,0.5375,0.6000000000000001,44.92083333333333,0.527688636550646
27-3023,"News Analysts, Reporters, and Journalists",0.1207213919971228,0.1436300222503376,,,,"News Analysts, Reporters, and Journalists",,39250.0,62200.0,,,Bachelor's degree,0.3,0.65,1.0,0.4333333333333333,0.6333333333333333,0.8333333333333334,36.16,0.5336155800169348
27-3031,Public Relations Specialists,0.1211229361848857,0.1417404503306286,201.0,0.18,,Public relations specialists,0.0415195458908244,283380.0,74750.0,225590.0,52090.0,Bachelor's degree,0.2424242424242424,0.5909090909090909,0.9393939393939394,0.6363636363636364,0.7878787878787878,0.9393939393939394,32.638888888888886,0.5801372997711671
27-3041,Editors,0.1378000099717185,0.1514782698510293,140.0,0.055,,Editors,0.15947674948860596,91690.0,77920.0,99160.0,51470.0,Bachelor's degree,0.3529411764705882,0.6470588235294118,0.9411764705882352,0.5294117647058824,0.6470588235294118,0.7647058823529411,43.785714285714285,0.567833234471655
27-3042,Technical Writers,0.1716723800808823,0.1821467220864772,526.0,0.89,1.0,Technical writers,0.19799959175341905,45500.0,90390.0,43990.0,63280.0,Bachelor's degree,0.4666666666666667,0.7,0.9333333333333332,0.3333333333333333,0.6333333333333333,0.9333333333333332,53.333333333333336,0.5601908147039566
27-3043,Writers and Authors,0.1330491908910812,0.1526766678134575,123.0,0.038,,Writers and authors,0.16077966410861094,47940.0,76910.0,40980.0,55420.0,Bachelor's degree,0.7307692307692308,0.8653846153846154,1.0,0.6153846153846154,0.8076923076923077,1.0,41.85,0.5659570512224597
27-3091,Interpreters and Translators,0.130323466637242,0.1436460987706753,265.0,0.38,,Interpreters and translators,0.05589503719821236,52060.0,60170.0,44200.0,43300.0,Bachelor's degree,0.88,0.88,0.88,0.8,0.84,0.88,46.0,0.5384808432323909
27-3092,Court Reporters and Simultaneous Captioners,0.1046750856436257,0.1138056058984968,,,,Court Reporters and Simultaneous Captioners,,12870.0,72420.0,,,Postsecondary nondegree award,0.9166666666666666,0.9583333333333331,1.0,0.125,0.5208333333333333,0.9166666666666666,50.878571428571426,0.504167421634354
27-4011,Audio and Video Technicians,0.1310695572585183,0.1353729621705872,316.0,0.55,,Audio and video equipment technicians,0.01403239045745328,70230.0,58100.0,47510.0,40540.0,Postsecondary nondegree award,0.125,0.4375,0.75,0.125,0.3,0.475,35.83103448275862,0.47173343317109695
27-4012,Broadcast Technicians,0.1284568029249495,0.1284797558261868,407.0,0.74,,Broadcast technicians,0.013582884913551575,21110.0,59570.0,30520.0,35120.0,Associate's degree,0.2857142857142857,0.5238095238095237,0.7619047619047619,0.0952380952380952,0.2142857142857142,0.3333333333333333,41.25925925925926,0.46906560933642544
27-4014,Sound Engineering Technicians,0.1085895188196787,0.1114643136184252,187.0,0.13,,Sound engineering technicians,0.00283383929851075,13080.0,73130.0,15650.0,47080.0,Postsecondary nondegree award,0.074074074074074,0.4259259259259259,0.7777777777777777,0.0,0.2777777777777778,0.5555555555555556,36.02142857142857,0.4896730432131697
27-4015,Lighting Technicians,,,,,,Lighting Technicians,,8900.0,68060.0,,,Postsecondary nondegree award,0.0625,0.15625,0.25,0.0,0.09375,0.1875,,
27-4021,Photographers,0.0976284911323153,0.1150131568572564,91.0,0.021,,Photographers,0.033788919145461664,51760.0,44660.0,54550.0,29130.0,High school diploma or equivalent,0.0416666666666666,0.3854166666666666,0.7291666666666666,0.0208333333333333,0.21875,0.4166666666666666,22.45357142857143,0.4671477973237108
27-4031,"Camera Operators, Television, Video, and Film",0.1142871686858549,0.1241359638003089,332.0,0.6,,"Camera operators, television, video, and motion picture",0.0032572865500123003,21550.0,74990.0,16760.0,40390.0,Bachelor's degree,0.0606060606060606,0.4242424242424242,0.7878787878787878,0.0303030303030303,0.1818181818181818,0.3333333333333333,21.81904761904762,0.44605196861728924
27-4032,Film and Video Editors,0.1185538993186517,0.1242874821940352,244.0,0.31,,Film and video editors,0.014129385212498066,25610.0,75420.0,19930.0,50930.0,Bachelor's degree,0.1111111111111111,0.5277777777777778,0.9444444444444444,0.1388888888888889,0.4722222222222222,0.8055555555555555,37.372727272727275,0.5399578947368422
